Year,Month,County,FIPS,Latitude,Longitude,Human_Disease_Count,Avian Phylodiversity,Population,Total_Bird_WNV_Count,Mos_WNV_Count,Horse_WNV_Count,ONI,Evergreen/Deciduous Needleleaf Trees,Evergreen Broadleaf Trees,Deciduous Broadleaf Trees,Mixed Trees,Shrub,Herbaceous,Culture/Managed,Wetland,Urban/Built,Snow/Ice,Barren,Water,Date,u10_1m_shift,v10_1m_shift,t2m_1m_shift,lai_hv_1m_shift,lai_lv_1m_shift,src_1m_shift,sf_1m_shift,sro_1m_shift,tp_1m_shift,Average_Daylight_Hours
2004,1,santa clara,6085,37.296011,-121.814552,,2.263596604,1930598,,,,0.4,3,0,0,11,0,0,0,0,86,0,0,0,2004-01-01,0.41455954,0.5006386,285.21194,2.4486537,1.6739223,,-9.313226e-10,0.00037859846,0.005302402,9.902374551971327
2004,1,tehama,6103,40.173515,-122.241525,,2.063416506,65615,,,,0.4,19,0,0,43,0,0,0,0,38,0,0,0,2004-01-01,-0.3651333,1.0441012,282.89377,1.9232576,1.7109326,,0.00055031944,0.00039741397,0.0076320134,9.6581541218638
2004,1,ventura,6111,34.26778,-119.254206,,2.767196068,842921,,,,0.4,3,0,0,0,0,0,0,0,97,0,0,0,2004-01-01,1.182162,0.5419675,287.45624,4.8125215,2.5893514,,-9.313226e-10,1.8560328e-05,0.0012021875,10.138082437275989
2004,1,placer,6061,38.895075,-121.076739,,2.12617134,405741,,,,0.4,12,16,0,0,0,0,0,0,72,0,0,0,2004-01-01,0.037703753,0.86096716,283.48508,1.4420977,2.3841858e-07,,8.633081e-05,0.00052098604,0.008086053,9.769283154121865
2004,1,sacramento,6067,38.567694,-121.468161,,1.844099694,1586241,,,,0.4,15,0,0,0,0,0,0,0,85,0,0,0,2004-01-01,-0.33632243,0.70901537,285.25116,2.3753877,1.4491239,,-9.313226e-10,0.00020544417,0.0053009167,9.797105734767023
2004,1,san joaquin,6077,37.976342,-121.313304,,1.546661755,780517,,,,0.4,18,4,0,8,0,0,0,0,71,0,0,0,2004-01-01,-0.3417244,0.31502974,285.54456,2.212267,1.9746076,,-9.313226e-10,5.64456e-05,0.0043750145,9.846505376344087
2004,1,alameda,6001,37.769846,-122.22569,,2.048085221,1679844,,,,0.4,0,0,0,0,0,0,0,0,100,0,0,0,2004-01-01,0.60388774,0.6523428,285.04172,2.1381714,1.4615642,,-9.313226e-10,0.0001329789,0.0043700626,9.863646953405016
2004,1,colusa,6011,39.205787,-122.012419,,1.705671461,21853,,,,0.4,1,0,0,8,0,14,6,0,71,0,0,0,2004-01-01,-0.5765841,0.81023407,284.94318,1.6502838,2.086696,,-9.313226e-10,0.00023036264,0.0052692285,9.74275089605735
2004,1,contra costa,6013,37.998116,-122.114419,,1.871407362,1165562,,,,0.4,29,0,0,15,8,13,6,0,29,0,0,0,2004-01-01,0.311921,0.6085392,285.1414,3.3528216,1.3680122,,-9.313226e-10,0.00014467537,0.00445176,9.84478494623656
2004,1,kings,6031,36.327512,-119.655018,,0.586206497,152627,,,,0.4,0,0,0,3,0,0,0,0,97,0,0,0,2004-01-01,-0.12538612,-0.6538484,286.92877,2.6775756,1.7479429,,-9.313226e-10,1.0424294e-05,0.0020052968,9.979847670250894
2004,1,madera,6039,36.962988,-120.077824,,1.904195179,156620,,,,0.4,0,22,0,4,0,1,6,0,67,0,0,0,2004-01-01,0.06342769,-0.19725066,286.3061,2.0490541,1.621486,,-9.313226e-10,3.3816323e-05,0.003800162,9.92920250896057
2004,1,solano,6095,38.26206,-122.032386,,1.751131563,453274,,,,0.4,14,0,0,26,2,0,0,0,58,0,0,0,2004-01-01,-0.105835915,0.5387503,285.03052,2.329124,1.6960664,,-9.313226e-10,0.00039639696,0.0058406144,9.822786738351256
2004,1,stanislaus,6099,37.637533,-121.003049,,1.710545864,552710,,,,0.4,8,0,0,0,0,0,0,0,92,0,0,0,2004-01-01,-0.534654,0.3236915,286.08322,1.6378424,2.2278948,,-9.313226e-10,2.6696362e-05,0.0034228694,9.874417562724014
2004,1,sutter,6101,39.138588,-121.639661,,1.17002234,99480,,,,0.4,0,0,0,1,5,0,0,0,94,0,0,0,2004-01-01,-0.3247466,0.8570075,284.8435,1.4262463,2.388563,,-9.313226e-10,0.00033639,0.0066402582,9.748512544802868
2004,1,calaveras,6009,38.176228,-120.669307,,1.607943906,45327,,,,0.4,3,0,0,38,19,12,28,0,0,0,0,0,2004-01-01,0.014552236,0.68946457,283.6598,1.6345247,1.2676802,,0.000107023865,0.00026646815,0.0064223986,9.829865591397848
2004,1,humboldt,6023,40.70500908,-123.9158194,,1.976291119,136351,,,,0.4,66,0,11,23,0,0,0,0,0,0,0,0,2004-01-01,-0.58996046,0.851563,280.02682,2.9145155,2.3841858e-07,,0.00065055396,0.0017424701,0.011524271,9.610672043010753
2004,1,nevada,6057,39.259608,-121.033326,,2.015800587,102199,,,,0.4,61,0,0,39,0,0,0,0,0,0,0,0,2004-01-01,-0.0958035,1.0200958,279.8902,2.5554655,2.3841858e-07,,0.002016331,0.00074168714,0.01316713,9.738055555555556
2004,1,san mateo,6081,37.515274,-122.213672,,1.649763614,762453,,,,0.4,1,0,0,0,42,0,0,0,40,0,3,14,2004-01-01,0.53211796,0.6473932,285.343,4.8253317,2.542451,,-9.313226e-10,4.3223612e-05,0.004318569,9.884516129032257
2004,1,santa barbara,6083,34.53834409,-120.0307862,,2.445084435,448096,,,,0.4,26,0,24,50,0,0,0,0,0,0,0,0,2004-01-01,1.9345875,-1.0369451,286.61295,1.8767176,2.9317744,,6.4633787e-07,3.813859e-05,0.0015913639,10.117840501792113
2004,1,sonoma,6097,38.445824,-122.706181,,1.681434854,488345,,,,0.4,17,0,0,0,0,0,0,0,83,0,0,0,2004-01-01,0.10021293,0.45609248,284.5445,1.8770862,2.2219234,,-9.313226e-10,0.0008550887,0.007881067,9.807455197132617
2004,1,amador,6005,38.348485,-120.772821,,1.550534299,40541,,,,0.4,19,0,0,36,8,3,0,0,35,0,0,0,2004-01-01,0.04979396,0.71396494,283.88263,1.7763568,1.8518205,,9.506103e-05,0.00028528366,0.0063352548,9.815474910394267
2004,1,glenn,6021,39.514752,-122.199178,,1.444989804,28893,,,,0.4,10,0,0,3,0,0,28,0,58,0,0,0,2004-01-01,-0.61902857,0.7055507,284.18054,1.7254853,1.9074914,,3.5557896e-06,0.00045157224,0.0066476846,9.716003584229389
2004,1,el dorado,6017,38.731116,-120.797677,,2.17492078,191114,,,,0.4,27,0,0,36,0,0,0,0,37,0,0,0,2004-01-01,0.03950441,0.9824791,282.28006,2.1207535,2.3841858e-07,,0.00079346914,0.000467591,0.008415317,9.783216845878139
2004,1,marin,6041,37.981003,-122.50693,,1.742540159,261776,,,,0.4,9,0,0,21,0,0,0,0,62,0,9,0,2004-01-01,0.49764788,0.91170025,284.90173,4.0535035,2.6204524,,-9.313226e-10,0.00025172066,0.0059168655,9.846200716845878
2004,1,san luis obispo,6079,35.263501,-120.662387,,2.172765225,282231,,,,0.4,3,0,0,12,55,0,13,0,17,0,0,0,2004-01-01,0.7626045,-0.09603202,286.3173,1.5616273,2.9072046,,-9.313226e-10,1.6017817e-05,0.002360804,10.062732974910395
2004,1,mendocino,6045,39.146614,-123.210326,,1.573788537,91354,,,,0.4,11,0,0,0,30,0,0,0,59,0,0,0,2004-01-01,-0.04975772,0.40783417,281.77835,2.0773468,1.9751052,,0.00012351386,0.0014442182,0.010023022,9.747912186379931
2004,1,napa,6055,38.297872,-122.300741,,1.656888454,137608,,,,0.4,6,0,0,0,0,0,0,0,94,0,0,0,2004-01-01,0.16760963,0.5785943,284.77072,1.8077829,1.9236019,,-9.313226e-10,0.0005019158,0.0064669605,9.819820788530468
2004,1,yuba,6115,39.151535,-121.583374,,1.864565788,81932,,,,0.4,8,0,0,0,0,0,0,0,92,0,0,0,2004-01-01,-0.30956948,0.93941784,284.72144,1.8796666,2.1009402,,1.2926757e-06,0.00032138918,0.0070373565,9.747401433691756
2004,1,monterey,6053,36.690217,-121.633793,,2.330751301,438500,,,,0.4,0,0,0,13,23,15,0,0,48,0,0,1,2004-01-01,0.6098043,-0.041834235,285.82007,1.5755433,2.2647805,,-9.313226e-10,0.0001177229,0.00366301,9.951137992831544
2004,1,san francisco,6075,37.75971501,-122.4474021,,1.277191656,870014,,,,0.4,11,0,0,0,0,0,0,0,89,0,0,0,2004-01-01,0.6651107,0.85997725,285.64984,2.5078197,0.55465674,,-9.313226e-10,0.00035444275,0.005280121,9.864462365591395
2004,1,siskiyou,6093,41.724033,-122.63157,,2.032810481,43962,,,,0.4,24,0,0,38,10,9,19,0,0,0,0,0,2004-01-01,0.017639041,0.5434524,275.85297,4.1087985,1.6780899,,0.0031108283,0.00019120518,0.0062149363,9.516908602150538
2004,1,inyo,6027,36.83031,-118.207855,,3.181310123,19023,,,,0.4,2,0,0,17,8,3,69,0,0,0,0,0,2004-01-01,0.5123105,0.19104302,277.13412,2.8359041,0.5043975,,0.002315742,0.0001172144,0.0030802358,9.93974910394265
2004,1,tuolumne,6109,37.981707,-120.382755,,1.994838382,55516,,,,0.4,26,0,21,20,0,0,0,0,33,0,0,0,2004-01-01,0.0464499,0.5870086,282.92065,1.9877687,0.5440824,,0.0005011726,0.00041419547,0.0077825347,9.846012544802866
2004,1,santa cruz,6087,36.974385,-122.035268,,1.47806458,270353,,,,0.4,8,0,0,3,0,0,0,0,89,0,0,0,2004-01-01,0.98537385,0.7882085,285.1403,3.0629828,2.3634953,,-9.313226e-10,0.0004800493,0.0070655793,9.928413978494623
2004,2,san bernardino,6071,34.14114,-117.294635,,3.605512019,2182740,,,,0.3,11,0,0,0,0,0,0,0,89,0,0,0,2004-02-01,0.7013815,0.021272779,288.1864,5.005225,0.5336946,,-9.313226e-10,2.7958304e-06,0.00042482466,10.952480842911882
2004,2,kern,6029,35.353593,-119.036921,,3.23057175,909997,,,,0.3,0,0,0,0,4,0,12,0,84,0,0,0,2004-02-01,0.8855649,-0.8515837,286.54016,4.681288,0.53798664,,1.0669231e-05,8.643605e-06,0.0010486953,10.89962643678161
2004,2,los angeles,6037,34.019394,-118.410825,,4.189797696,9989165,1.0,,,0.3,0,0,0,0,0,0,0,0,100,0,0,0,2004-02-01,1.7305965,0.4315921,289.73523,0.7400334,0.552853,,-9.313226e-10,1.524575e-06,0.00025202334,10.957787356321836
2004,2,orange,6059,33.736332,-117.8829,,2.59173576,3184101,,,,0.3,0,0,0,0,0,0,0,0,100,0,0,0,2004-02-01,2.4665585,0.7226267,289.1383,5.0043955,0.51366556,,-9.313226e-10,2.0330772e-06,0.00037481636,10.969885057471265
2004,2,riverside,6065,33.938143,-117.393168,,3.219405873,2422764,,,,0.3,14,0,0,8,0,0,0,0,78,0,0,0,2004-02-01,1.0764366,0.049237847,288.77322,4.9014544,0.5217519,,-9.313226e-10,2.0330772e-06,0.00034015812,10.961197318007665
2004,2,butte,6007,39.495424,-121.560069,,2.10985252,210083,,,,0.3,4,0,0,31,30,0,0,0,35,0,0,0,2004-02-01,0.48401415,0.39199555,285.0014,2.262217,2.0503075,,9.441376e-05,0.0004019905,0.0036902418,10.705929118773941
2004,2,fresno,6019,36.782684,-119.793359,,2.096062265,1008966,,,,0.3,0,2,0,1,15,0,0,0,82,0,0,0,2004-02-01,0.62266624,-0.44893628,285.91974,0.03861451,1.4066397,,-9.313226e-10,1.6017817e-05,0.0010491908,10.835201149425286
2004,2,imperial,6025,32.786351,-115.560206,,1.482746249,179489,,,,0.3,0,0,0,0,14,0,0,0,86,0,0,0,2004-02-01,0.71655864,-0.72710204,292.0422,3.0587435,1.4940338,,-9.313226e-10,2.5331974e-07,9.110384e-05,11.009741379310345
2004,2,merced,6047,37.305712,-120.477905,,1.299662773,281726,,,,0.3,9,4,0,0,3,0,0,0,84,0,0,0,2004-02-01,0.519256,-0.50734115,285.82007,1.6163695,2.3062694,,-9.313226e-10,4.6529807e-05,0.0012561576,10.811053639846744
2004,2,shasta,6089,40.567432,-122.364827,,2.194519911,181893,,,,0.3,41,0,0,13,0,0,0,0,36,0,10,0,2004-02-01,0.12953824,-0.26184255,282.82544,1.9009552,0.92127633,,0.0002324786,0.00063769333,0.005913399,10.652011494252877
2004,2,tulare,6107,36.32803,-119.328519,,2.450863245,473736,,,,0.3,0,0,0,10,0,0,4,0,87,0,0,0,2004-02-01,0.8395191,-0.65929294,286.2333,1.8189341,2.2013967,,6.4633787e-07,9.915791e-06,0.0009694742,10.855948275862069
2004,2,yolo,6113,38.67116,-121.750043,,1.828966666,216255,,,,0.3,8,0,0,0,20,16,15,0,40,0,0,0,2004-02-01,-0.05593145,0.053197503,285.2198,2.147295,1.5819254,,-9.313226e-10,0.00011060387,0.0022469228,10.7463122605364
2004,2,lake,6033,39.038333,-122.922633,,1.194048377,68174,,,,0.3,19,0,0,29,8,0,5,0,33,0,0,5,2004-02-01,0.52954555,-0.021541,283.0304,1.5594155,2.1724727,,8.277409e-05,0.00037478376,0.0038769078,10.728582375478924
2004,2,san diego,6073,32.814977,-117.135562,,3.673860844,3297252,,,,0.3,0,0,0,0,15,0,0,0,85,0,0,0,2004-02-01,2.5792294,-0.61771655,288.4294,4.9926915,1.9172572,,-9.313226e-10,1.524575e-06,0.0003857091,11.008659003831415
2004,2,santa clara,6085,37.296011,-121.814552,,2.263596604,1930598,,,,0.3,3,0,0,11,0,0,0,0,86,0,0,0,2004-02-01,0.8155958,-0.50981593,285.19852,2.464505,1.7812212,,-9.313226e-10,0.00012280885,0.0020711496,10.81163793103448
2004,2,tehama,6103,40.173515,-122.241525,,2.063416506,65615,,,,0.3,19,0,0,43,0,0,0,0,38,0,0,0,2004-02-01,0.19744945,-0.09479463,283.87256,1.9771703,1.7386749,,-9.313226e-10,0.0002766382,0.0035110032,10.67205938697318
2004,2,ventura,6111,34.26778,-119.254206,,2.767196068,842921,,,,0.3,3,0,0,0,0,0,0,0,97,0,0,0,2004-02-01,1.5240333,0.6775856,287.83365,4.8254237,2.6350079,,-9.313226e-10,1.270324e-06,0.00029559433,10.947164750957855
2004,2,placer,6061,38.895075,-121.076739,,2.12617134,405741,,,,0.3,12,16,0,0,0,0,0,0,72,0,0,0,2004-02-01,0.7361088,0.352399,283.79865,1.5239345,2.3841858e-07,,3.5557896e-06,0.00032316893,0.003579827,10.735373563218392
2004,2,sacramento,6067,38.567694,-121.468161,,1.844099694,1586241,,,,0.3,15,0,0,0,0,0,0,0,85,0,0,0,2004-02-01,0.34742004,0.14550698,285.00476,2.3818388,1.5144982,,-9.313226e-10,0.0001187399,0.0023340667,10.751273946360154
2004,2,san joaquin,6077,37.976342,-121.313304,,1.546661755,780517,,,,0.3,18,4,0,8,0,0,0,0,71,0,0,0,2004-02-01,0.4737246,-0.43359262,284.9275,2.234385,2.0460157,,-9.313226e-10,0.00016832165,0.0021711672,10.779578544061302
2004,2,alameda,6001,37.769846,-122.22569,,2.048085221,1679844,,,,0.3,0,0,0,0,0,0,0,0,100,0,0,0,2004-02-01,0.9035717,-0.4820984,284.92862,2.1927292,1.4906126,,-9.313226e-10,0.00010297634,0.0019835113,10.78946360153257
2004,2,colusa,6011,39.205787,-122.012419,,1.705671461,21853,,,,0.3,1,0,0,8,0,14,6,0,71,0,0,0,2004-02-01,-0.20538759,-0.10122907,285.343,1.6735078,2.1154954,,-9.313226e-10,0.0001172144,0.0021830508,10.72028735632184
2004,2,contra costa,6013,37.998116,-122.114419,,1.871407362,1165562,,,,0.3,29,0,0,15,8,13,6,0,29,0,0,0,2004-02-01,0.4919886,-0.22373086,284.98013,3.4044304,1.4269798,,-9.313226e-10,9.890739e-05,0.002073626,10.778639846743296
2004,2,kings,6031,36.327512,-119.655018,,0.586206497,152627,,,,0.3,0,0,0,3,0,0,0,0,97,0,0,0,2004-02-01,0.22420233,-0.8676698,286.81564,2.722549,1.801499,,-9.313226e-10,4.0670857e-06,0.00064763613,10.856005747126439
2004,2,madera,6039,36.962988,-120.077824,,1.904195179,156620,,,,0.3,0,22,0,4,0,1,6,0,67,0,0,0,2004-02-01,0.6188077,-0.44448167,286.0015,2.1149476,1.7200763,,-9.313226e-10,1.2204051e-05,0.0011076173,10.826944444444447
2004,2,solano,6095,38.26206,-122.032386,,1.751131563,453274,,,,0.3,14,0,0,26,2,0,0,0,58,0,0,0,2004-02-01,0.18278676,0.036121488,284.99133,2.3515186,1.7526703,,-9.313226e-10,0.0001497604,0.0024231914,10.766053639846746
2004,2,stanislaus,6099,37.637533,-121.003049,,1.710545864,552710,,,,0.3,8,0,0,0,0,0,0,0,92,0,0,0,2004-02-01,0.20388043,-0.66696477,285.49304,1.7274206,2.3072648,,-9.313226e-10,0.00012865663,0.0016814787,10.795574712643676
2004,2,sutter,6101,39.138588,-121.639661,,1.17002234,99480,,,,0.3,0,0,0,1,5,0,0,0,94,0,0,0,2004-02-01,0.41378778,0.16876996,285.03278,1.4855043,2.4252622,,3.2316893e-07,0.00019985065,0.0028633662,10.72352490421456
2004,2,calaveras,6009,38.176228,-120.669307,,1.607943906,45327,,,,0.3,3,0,0,38,19,12,28,0,0,0,0,0,2004-02-01,0.9046007,0.085369706,283.51532,1.7587545,1.287336,,0.00011381414,0.00017417036,0.0026776902,10.77
2004,2,humboldt,6023,40.70500908,-123.9158194,,1.976291119,136351,,,,0.3,66,0,11,23,0,0,0,0,0,0,0,0,2004-02-01,-0.09220219,0.24449837,280.318,3.0580063,2.3841858e-07,,0.0004872689,0.0010020533,0.0071987705,10.645172413793105
2004,2,nevada,6057,39.259608,-121.033326,,2.015800587,102199,,,,0.3,61,0,0,39,0,0,0,0,0,0,0,0,2004-02-01,0.35513723,0.32765114,280.6282,2.4892957,2.3841858e-07,,0.002142433,0.0002346849,0.0049260994,10.717528735632182
2004,2,san mateo,6081,37.515274,-122.213672,,1.649763614,762453,,,,0.3,1,0,0,0,42,0,0,0,40,0,3,14,2004-02-01,0.9719974,-0.6011355,284.99582,4.8339024,2.5453124,,-9.313226e-10,2.9239804e-05,0.0020087631,10.801427203065131
2004,2,santa barbara,6083,34.53834409,-120.0307862,,2.445084435,448096,,,,0.3,26,0,24,50,0,0,0,0,0,0,0,0,2004-02-01,2.9113255,-1.6393077,287.02283,2.0453677,2.9365017,,-9.313226e-10,1.0424294e-05,0.00043126196,10.935536398467436
2004,2,sonoma,6097,38.445824,-122.706181,,1.681434854,488345,,,,0.3,17,0,0,0,0,0,0,0,83,0,0,0,2004-02-01,0.7139862,0.27469075,285.2489,1.9597524,2.233182,,-9.313226e-10,0.00044267252,0.0032064952,10.757318007662835
2004,2,amador,6005,38.348485,-120.772821,,1.550534299,40541,,,,0.3,19,0,0,36,8,3,0,0,35,0,0,0,2004-02-01,0.9192633,0.14822924,283.6441,1.9026141,1.8797493,,9.764731e-05,0.0001670504,0.0025786636,10.76175287356322
2004,2,glenn,6021,39.514752,-122.199178,,1.444989804,28893,,,,0.3,10,0,0,3,0,0,28,0,58,0,0,0,2004-02-01,-0.29902267,-0.14750749,284.7203,1.7695371,1.9359179,,-9.313226e-10,0.00014467537,0.0025603436,10.705057471264368
2004,2,el dorado,6017,38.731116,-120.797677,,2.17492078,191114,,,,0.3,27,0,0,36,0,0,0,0,37,0,0,0,2004-02-01,0.75848866,0.34942925,282.49957,2.193098,2.3841858e-07,,0.0008067265,0.0001566261,0.0034317812,10.74329501915709
2004,2,marin,6041,37.981003,-122.50693,,1.742540159,261776,,,,0.3,9,0,0,21,0,0,0,0,62,0,9,0,2004-02-01,1.2168894,-0.32420713,284.91742,4.1096277,2.645769,,-9.313226e-10,0.00012230035,0.0024345797,10.779463601532566
2004,2,san luis obispo,6079,35.263501,-120.662387,,2.172765225,282231,,,,0.3,3,0,0,12,55,0,13,0,17,0,0,0,2004-02-01,0.8976552,-0.8379724,286.6768,1.7110164,2.9244344,,-9.313226e-10,1.7543323e-05,0.0009328341,10.90382183908046
2004,2,mendocino,6045,39.146614,-123.210326,,1.573788537,91354,,,,0.3,11,0,0,0,30,0,0,0,59,0,0,0,2004-02-01,0.7013815,-0.13637096,282.79858,2.1370654,1.9754784,,6.143376e-05,0.00051081553,0.0041437857,10.723275862068967
2004,2,napa,6055,38.297872,-122.300741,,1.656888454,137608,,,,0.3,6,0,0,0,0,0,0,0,94,0,0,0,2004-02-01,0.45880473,0.11704695,285.1302,1.9083279,1.9287024,,-9.313226e-10,0.00020976644,0.002561829,10.764348659003833
2004,2,yuba,6115,39.151535,-121.583374,,1.864565788,81932,,,,0.3,8,0,0,0,0,0,0,0,92,0,0,0,2004-02-01,0.46986598,0.22098792,285.0115,1.9257458,2.1487114,,3.2316893e-07,0.0001843404,0.0030688476,10.722902298850576
2004,2,monterey,6053,36.690217,-121.633793,,2.330751301,438500,,,,0.3,0,0,0,13,23,15,0,0,48,0,0,1,2004-02-01,1.145634,-0.5058563,285.73944,1.6954416,2.307389,,-9.313226e-10,0.000100178644,0.0015750248,10.83964559386973
2004,2,san francisco,6075,37.75971501,-122.4474021,,1.277191656,870014,,,,0.3,11,0,0,0,0,0,0,0,89,0,0,0,2004-02-01,1.3123252,-0.67884374,285.33737,2.5078197,0.5579535,,-9.313226e-10,0.00013323314,0.0021117507,10.789942528735633
2004,2,siskiyou,6093,41.724033,-122.63157,,2.032810481,43962,,,,0.3,24,0,0,38,10,9,19,0,0,0,0,0,2004-02-01,-0.0060269833,0.04379332,275.99408,4.1022553,1.673487,,0.0019477839,0.00012814812,0.0033882093,10.591791187739464
2004,2,inyo,6027,36.83031,-118.207855,,3.181310123,19023,,,,0.3,2,0,0,17,8,3,69,0,0,0,0,0,2004-02-01,0.87759054,0.06730378,275.26166,2.8359041,0.5041486,,0.0014401441,-9.313226e-10,0.0015571993,10.832863984674328
2004,2,tuolumne,6109,37.981707,-120.382755,,1.994838382,55516,,,,0.3,26,0,21,20,0,0,0,0,33,0,0,0,2004-02-01,0.6797734,0.20341694,282.98337,2.0329263,0.54905856,,0.000623717,0.00013908185,0.0029242681,10.779224137931033
2004,2,santa cruz,6087,36.974385,-122.035268,,1.47806458,270353,,,,0.3,8,0,0,3,0,0,0,0,89,0,0,0,2004-02-01,2.364949,-1.0582283,285.0798,3.1931107,2.3707108,,-9.313226e-10,0.000121283345,0.002364765,10.826599616858239
2004,3,san bernardino,6071,34.14114,-117.294635,,3.605512019,2182740,,,,0.2,11,0,0,0,0,0,0,0,89,0,0,0,2004-03-01,0.7147579,0.41996062,286.49872,5.0124135,0.5429628,,2.9423274e-05,0.0001187399,0.0035258569,11.988405017921147
2004,3,kern,6029,35.353593,-119.036921,,3.23057175,909997,,,,0.2,0,0,0,0,4,0,12,0,84,0,0,0,2004-03-01,0.816882,-0.72487473,287.35544,4.6893053,0.56056595,,1.519639e-05,2.8731301e-05,0.002743544,11.983915770609318
2004,3,los angeles,6037,34.019394,-118.410825,,4.189797696,9989165,1.0,,,0.2,0,0,0,0,0,0,0,0,100,0,0,0,2004-03-01,1.8628175,0.9074931,288.79114,0.7458396,0.5671594,,-9.313226e-10,0.00017900113,0.003434752,11.9889605734767
2004,3,orange,6059,33.736332,-117.8829,,2.59173576,3184101,,,,0.2,0,0,0,0,0,0,0,0,100,0,0,0,2004-03-01,2.683154,0.92209435,288.66797,5.0172977,0.5239289,,-9.313226e-10,0.0001566261,0.003498625,11.989982078853043
